id_cupons,pode_usar_outros_codigos,limite_custo,data_fim,cupom_codigo,entrega_free,valido_somente_novos_clientes,valor_minimo,data_inicio,status,tipo,quem_paga_cupom,dias_duracao,novos_clientes_adquiridos,qtde_uso,valor_total_uso,percentagem,valor_fixo,limite_uso_por_cpf,limite_uso
604167c0317f730021f638a0,False,,2021-03-08 03:00:00,#diadamulhermoça,False,False,89.0,2021-03-05 03:00:00,ACTIVE,FIXED_DISCOUNT,VENDOR,-3.0,3.0,8.0,126.0,20.0,21.0,1.0,1.0
604671151f2c9e00210fd481,False,,2021-12-31 03:00:00,vemdeprimeira,False,False,73.22154471544715,2021-03-08 03:00:00,ACTIVE,PERCENT_DISCOUNT,PLATFORM,-298.0,15.0,18.0,228.56000000000003,10.0,10.0,1.0,1.0
6049047fee7b9c002174d5ed,True,5000.0,2021-05-08 03:00:00,vemdefrete-ex,True,False,10.0,2021-03-15 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-54.0,16.0,30.0,881.99,20.0,30.0,1.0,1.0
604f4f1a4f648e00216a206f,False,1000.0,2021-03-20 03:00:00,cupomfofuxo,True,False,73.22154471544715,2021-03-15 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-5.0,1.0,2.0,50.0,20.0,25.0,1.0,1.0
60524bb6a27807002147c065,True,,2021-03-31 03:00:00,pesquisalive,True,False,73.22154471544715,2021-03-17 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-14.0,1.0,13.0,829.71,20.0,20.0,1.0,1.0
6052512aa27807002147ce67,False,5000.0,2021-04-10 03:00:00,pascoaoab,True,False,73.22154471544715,2021-03-17 03:00:00,ACTIVE,PERCENT_DISCOUNT,PLATFORM,-24.0,3.0,3.0,80.72,10.0,30.0,1.0,1.0
6053b3e36653bc00214f63d8,False,,2021-03-19 03:00:00,pascoaenactus,False,False,50.0,2021-03-18 03:00:00,ACTIVE,PERCENT_DISCOUNT,PLATFORM,-1.0,3.0,11.53921568627451,163.46999999999997,15.0,30.0,1.0,1.0
60592dbcb0c0ba00213f9827,False,,2021-08-31 03:00:00,VEMDENESTLE21,True,False,60.0,2021-03-22 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-162.0,5.0,11.0,278.76,20.0,5.0,1.0,1.0
6059fda06fa4b800216c894d,False,10000.0,2021-04-12 03:00:00,vemdefreteagora,True,False,90.0,2021-03-23 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-20.0,3.0,11.0,145.37,20.0,30.0,1.0,1.0
605b891ab6a12e002143a2a7,True,,2021-04-10 03:00:00,vemdepascoa21,False,True,73.22154471544715,2021-03-24 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-17.0,3.0,11.53921568627451,163.46999999999997,20.0,10.0,1.0,1.0
6061df6116a28d0021edf33d,False,,2021-04-30 03:00:00,zap30,False,False,90.0,2021-03-29 03:00:00,LIMIT_REACHED,PERCENT_DISCOUNT,PLATFORM,-32.0,7.0,13.0,449.37,30.0,30.0,1.0,1.0
606323a9b9ae7c00216b9ff8,True,,2021-04-10 03:00:00,AUAU10,False,False,73.22154471544715,2021-03-30 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,10.0,1.0,1.0
60638617c159b600211543d3,False,4500.0,2021-07-31 03:00:00,VDBBUSCA21,False,False,85.0,2021-03-30 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-123.0,10.0,15.0,180.0,20.0,15.0,2.0,1.0
60744df47c300b0021189ea1,False,,2021-05-23 03:00:00,vemde15,True,False,50.0,2021-04-12 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-41.0,6.0,10.0,247.64,15.0,15.0,1.0,1.0
60747e467c300b002118f53b,False,10000.0,2021-07-31 03:00:00,VEMDEFESTA,False,True,73.22154471544715,2021-04-12 03:00:00,ACTIVE,PERCENT_DISCOUNT,PLATFORM,-110.0,2.0,2.0,9.48,10.0,30.0,1.0,1.0
60747f6e7c300b002118f816,False,,2021-04-21 03:00:00,SOUDEARIES,False,False,73.22154471544715,2021-04-12 03:00:00,ACTIVE,PERCENT_DISCOUNT,PLATFORM,-9.0,2.0,4.0,34.47,10.0,30.0,1.0,1.0
6075e5a34a1d6d00212eb369,False,,2021-04-14 03:00:00,BEIJINHODOCE,False,False,50.0,2021-04-13 03:00:00,ACTIVE,PERCENT_DISCOUNT,PLATFORM,-1.0,2.0,2.0,9.0,15.0,30.0,1.0,1.0
60784d42266a0600217530ba,False,5000.0,2021-04-30 03:00:00,PESQUISA21,False,False,73.22154471544715,2021-04-15 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-15.0,3.0,4.0,120.0,20.0,30.0,1.0,1.0
60799e47ba187100212805ed,False,,2021-04-18 03:00:00,SEXTOUDOCE,True,False,50.0,2021-04-16 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-2.0,9.0,13.0,195.15000000000003,20.0,30.0,1.0,1.0
607d74a6ba3a2c0021f93cd3,False,,2021-04-30 03:00:00,cupomdopedro ,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d75bbba3a2c0021f94070,False,,2021-04-30 03:00:00,cupomdathais,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d769dba3a2c0021f9442b,False,,2021-04-30 03:00:00,cupomdaamanda,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d7841ba3a2c0021f948c2,False,,2021-04-30 03:00:00,cupomdamarina,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d786fba3a2c0021f949ef,False,,2021-04-30 03:00:00,cupomdaaline,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d7ef0ba3a2c0021f95b3c,False,,2021-04-30 03:00:00,cupomdayask,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,1.0,1.0,30.0,20.0,30.0,1.0,1.0
607d7f15ba3a2c0021f95b53,False,,2021-04-30 03:00:00,cupomdogiu,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d7f7dba3a2c0021f95bca,False,,2021-04-30 03:00:00,cupomdobruno,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d7fa7ba3a2c0021f95bef,False,,2021-04-30 03:00:00,cupomdamariana,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d8014ba3a2c0021f95c34,False,,2021-04-30 03:00:00,cupomdoeverton,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d83c4ba3a2c0021f95fed,False,,2021-04-30 03:00:00,cupomdasimone,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d9b29ba3a2c0021f98883,False,,2021-04-30 03:00:00,cupomadri,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9bb3ba3a2c0021f989c4,False,,2021-04-30 03:00:00,cupomadrielli,True,False,73.22154471544715,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9be6ba3a2c0021f989fe,False,,2021-04-30 03:00:00,cupomdoaleixo,True,False,73.22154471544715,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9c45ba3a2c0021f98a67,False,,2021-04-30 03:00:00,cupomdaandrea,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9cdcba3a2c0021f98af2,False,,2021-04-30 03:00:00,cupomdaandreia,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607d9d27ba3a2c0021f98be3,False,,2021-04-30 03:00:00,cupomdaamelia,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9d7eba3a2c0021f98caa,False,,2021-04-30 03:00:00,cupomdaberenice,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9dc6ba3a2c0021f98d23,False,,2021-04-30 03:00:00,cupomdacamila,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9de8ba3a2c0021f98d68,False,,2021-04-30 03:00:00,cupomdacarol,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9ee6ba3a2c0021f9901e,False,,2021-04-30 03:00:00,cupomdacarolina,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9f10ba3a2c0021f99065,False,,2021-04-30 03:00:00,cupomdacarla,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9f70ba3a2c0021f99101,False,,2021-04-30 03:00:00,cupomdacassia,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9f9aba3a2c0021f99134,False,,2021-04-30 03:00:00,cupomdacecilia,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607d9fdcba3a2c0021f9919f,False,,2021-04-30 03:00:00,cupomdaclaudia,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607da03eba3a2c0021f9921a,False,,2021-04-30 03:00:00,cupomdaconceicao,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607da122ba3a2c0021f99591,False,,2021-04-30 03:00:00,cupomdaelaine,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607da161ba3a2c0021f995d4,False,,2021-05-16 03:00:00,vdb-sweett10,False,False,70.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-27.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607da20bba3a2c0021f996f5,False,,2021-04-30 03:00:00,cupomdaeliana,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607da2ecba3a2c0021f9990a,False,,2021-05-15 03:00:00,vdb-atelie10,True,False,70.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-26.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607dbc1aba3a2c0021f9d115,False,,2021-04-21 03:00:00,SEGUNDOUDOCE,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-2.0,4.0,7.0,153.70000000000002,20.0,30.0,1.0,1.0
607dcdf3ba3a2c0021fa0e1b,False,,2021-04-30 03:00:00,segundadoce,True,False,50.0,2021-04-19 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-11.0,2.0,2.0,27.93,20.0,30.0,1.0,1.0
607eceb4de42920021364a25,False,,2021-07-31 03:00:00,cupomespecial,True,False,80.0,2021-04-01 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-121.0,4.0,14.0,523.06,20.0,15.0,1.0,1.0
607ed161de429200213656aa,False,,2021-04-30 03:00:00,cupomdaeliane,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed1c1de42920021365747,False,,2021-04-30 03:00:00,cupomdaemilly,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed1fbde4292002136578a,False,,2021-04-30 03:00:00,cupomdafabia,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed229de429200213657e3,False,,2021-04-30 03:00:00,cupomdafernanda,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed26ade42920021365816,False,,2021-04-30 03:00:00,cupomdaglaucia,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed2a9de42920021365885,False,,2021-04-30 03:00:00,cupomdagraca,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed2cdde429200213658cc,False,,2021-04-30 03:00:00,cupomdairacema,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed32cde42920021365a09,False,,2021-04-30 03:00:00,cupomdairene,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed376de42920021365a58,False,,2021-04-30 03:00:00,cupomdajessica,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed39bde42920021365a6e,False,,2021-04-30 03:00:00,cupomdajoice,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed3bdde42920021365aa2,False,,2021-04-30 03:00:00,cupomdajulia,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed3ebde42920021365ae0,False,,2021-04-30 03:00:00,cupomdajuliana,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed417de42920021365b93,False,,2021-04-30 03:00:00,cupomdalarissa,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed439de42920021365bc8,False,,2021-04-30 03:00:00,cupomdalucy,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed461de42920021365bf3,False,,2021-04-30 03:00:00,cupomdaluiza,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed4adde42920021365c4a,False,,2021-04-30 03:00:00,cupomdamara,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed4fdde429200213688c0,False,,2021-04-30 03:00:00,cupomdamarcia,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed51ede42920021368908,False,,2021-04-30 03:00:00,cupomdamaria,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed57cde42920021368996,False,,2021-04-30 03:00:00,cupomdamarlene,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed5afde429200213689e1,False,,2021-04-30 03:00:00,cupomdamarta,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed5edde42920021368c4f,False,,2021-04-30 03:00:00,cupomdameira,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ed60bde42920021368c75,False,,2021-04-30 03:00:00,cupomdamilla,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ee58fde4292002136ceb4,False,,2021-04-30 03:00:00,CUPOMDOEDUARDO,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,1.0,1.0,30.92,20.0,15.0,1.0,1.0
607eea5ade4292002136db4a,False,,2021-04-30 03:00:00,cupomdoerick,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,30.0,1.0,1.0
607eecb5de4292002136f4d5,False,,2021-04-30 03:00:00,CUPOMDOFABIANO ,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607eee10de4292002136f838,False,,2021-04-30 03:00:00,FEBIGATTO,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607eefd9de4292002136fcaf,False,,2021-04-30 03:00:00,CUPOMDOFERNANDO,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ef241de4292002136feb9,False,,2021-04-30 03:00:00,CUPOMDOFRANCISCO,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
607ef328de4292002136ff02,False,,2021-04-30 03:00:00,CUPOMDOGABRIEL,True,False,50.0,2021-04-20 03:00:00,ACTIVE,FIXED_DISCOUNT,PLATFORM,-10.0,3.0,11.53921568627451,163.46999999999997,20.0,15.0,1.0,1.0
